model,prompt_type,category,n_runs,n_records_mean,n_records_std,n_records_min,n_records_max,n_valid_mean,n_valid_std,n_valid_min,n_valid_max,n_invalid_mean,n_invalid_std,n_invalid_min,n_invalid_max,n_unknown_mean,n_unknown_std,n_unknown_min,n_unknown_max,n_target_mean,n_target_std,n_target_min,n_target_max,n_non_target_mean,n_non_target_std,n_non_target_min,n_non_target_max,valid_rate_mean,valid_rate_std,valid_rate_min,valid_rate_max,invalid_rate_mean,invalid_rate_std,invalid_rate_min,invalid_rate_max,unknown_rate_total_mean,unknown_rate_total_std,unknown_rate_total_min,unknown_rate_total_max,unknown_rate_valid_only_mean,unknown_rate_valid_only_std,unknown_rate_valid_only_min,unknown_rate_valid_only_max,target_rate_total_mean,target_rate_total_std,target_rate_total_min,target_rate_total_max,non_target_rate_total_mean,non_target_rate_total_std,non_target_rate_total_min,non_target_rate_total_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_valid_only_mean,accuracy_valid_only_std,accuracy_valid_only_min,accuracy_valid_only_max,n_fairness_ready_mean,n_fairness_ready_std,n_fairness_ready_min,n_fairness_ready_max,n_fairness_predictions_mean,n_fairness_predictions_std,n_fairness_predictions_min,n_fairness_predictions_max,n_aligned_mean,n_aligned_std,n_aligned_min,n_aligned_max,n_nonaligned_mean,n_nonaligned_std,n_nonaligned_min,n_nonaligned_max,accuracy_aligned_mean,accuracy_aligned_std,accuracy_aligned_min,accuracy_aligned_max,accuracy_nonaligned_mean,accuracy_nonaligned_std,accuracy_nonaligned_min,accuracy_nonaligned_max,accuracy_cost_bias_nonalignment_mean,accuracy_cost_bias_nonalignment_std,accuracy_cost_bias_nonalignment_min,accuracy_cost_bias_nonalignment_max,n_biased_mean,n_biased_std,n_biased_min,n_biased_max,n_anti_biased_mean,n_anti_biased_std,n_anti_biased_min,n_anti_biased_max,biased_answer_rate_mean,biased_answer_rate_std,biased_answer_rate_min,biased_answer_rate_max,anti_biased_answer_rate_mean,anti_biased_answer_rate_std,anti_biased_answer_rate_min,anti_biased_answer_rate_max,sdis_mean,sdis_std,sdis_min,sdis_max
llama3.1_8b,attribute_early,Gender_identity,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,3.0,0.0,3,3,13.0,0.0,13,13,18.0,0.0,18,18,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.8285714285714286,0.0,0.8285714285714286,0.8285714285714286,0.8529411764705882,0.0,0.8529411764705882,0.8529411764705882,35.0,0.0,35,35,31.0,0.0,31,31,15.0,0.0,15,15,20.0,0.0,20,20,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.9499999999999998,1.3597399555105182e-16,0.95,0.95,0.2833333333333333,0.0,0.2833333333333333,0.2833333333333333,10.0,0.0,10,10,21.0,0.0,21,21,0.3225806451612903,0.0,0.3225806451612903,0.3225806451612903,0.6774193548387096,0.0,0.6774193548387096,0.6774193548387096,-0.3548387096774193,6.798699777552591e-17,-0.3548387096774194,-0.3548387096774194
llama3.1_8b,attribute_late,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,3.0,0.0,3,3,15.0,0.0,15,15,17.0,0.0,17,17,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,35.0,0.0,35,35,32.0,0.0,32,32,15.0,0.0,15,15,20.0,0.0,20,20,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.9499999999999998,1.3597399555105182e-16,0.95,0.95,0.1499999999999999,0.0,0.1499999999999999,0.1499999999999999,12.0,0.0,12,12,20.0,0.0,20,20,0.375,0.0,0.375,0.375,0.625,0.0,0.625,0.625,-0.25,0.0,-0.25,-0.25
llama3.1_8b,baseline,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,4.0,0.0,4,4,12.0,0.0,12,12,19.0,0.0,19,19,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,35.0,0.0,35,35,31.0,0.0,31,31,15.0,0.0,15,15,20.0,0.0,20,20,0.6,0.0,0.6,0.6,0.9499999999999998,1.3597399555105182e-16,0.95,0.95,0.3499999999999999,6.798699777552591e-17,0.35,0.35,10.0,0.0,10,10,21.0,0.0,21,21,0.3225806451612903,0.0,0.3225806451612903,0.3225806451612903,0.6774193548387096,0.0,0.6774193548387096,0.6774193548387096,-0.3548387096774193,6.798699777552591e-17,-0.3548387096774194,-0.3548387096774194
llama3.1_8b,chain_of_thought,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,2.0,0.0,2,2,15.0,0.0,15,15,18.0,0.0,18,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,35.0,0.0,35,35,33.0,0.0,33,33,15.0,0.0,15,15,20.0,0.0,20,20,0.8666666666666667,0.0,0.8666666666666667,0.8666666666666667,0.9499999999999998,1.3597399555105182e-16,0.95,0.95,0.08333333333333326,0.0,0.08333333333333326,0.08333333333333326,14.0,0.0,14,14,19.0,0.0,19,19,0.42424242424242425,0.0,0.42424242424242425,0.42424242424242425,0.5757575757575758,0.0,0.5757575757575758,0.5757575757575758,-0.1515151515151515,0.0,-0.1515151515151515,-0.1515151515151515
llama3.1_8b,role_based,Gender_identity,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,5.0,0.0,5,5,15.0,0.0,15,15,14.0,0.0,14,14,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14705882352941177,0.0,0.14705882352941177,0.14705882352941177,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,35.0,0.0,35,35,29.0,0.0,29,29,15.0,0.0,15,15,20.0,0.0,20,20,0.7333333333333333,0.0,0.7333333333333333,0.7333333333333333,0.85,0.0,0.85,0.85,0.1166666666666667,0.0,0.1166666666666667,0.1166666666666667,12.0,0.0,12,12,17.0,0.0,17,17,0.41379310344827586,0.0,0.41379310344827586,0.41379310344827586,0.5862068965517241,0.0,0.5862068965517241,0.5862068965517241,-0.1724137931034483,0.0,-0.1724137931034483,-0.1724137931034483
llama3.1_8b,attribute_early,Nationality,3,35.0,0.0,35,35,31.666666666666668,0.5773502691896258,31,32,3.3333333333333335,0.5773502691896258,3,4,0.0,0.0,0,0,18.0,0.0,18,18,13.666666666666666,0.5773502691896257,13,14,0.9047619047619047,0.016495721976846456,0.8857142857142857,0.9142857142857143,0.09523809523809523,0.01649572197684645,0.08571428571428572,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.3904761904761905,0.016495721976846456,0.37142857142857144,0.4,0.8476190476190476,0.01649572197684639,0.8285714285714286,0.8571428571428571,0.9368279569892474,0.0011640126394952444,0.9354838709677419,0.9375,35.0,0.0,35,35,31.666666666666668,0.5773502691896258,31,32,16.0,0.0,16,16,19.0,0.0,19,19,0.8125,0.0,0.8125,0.8125,0.8771929824561404,0.030386856273138228,0.8421052631578947,0.8947368421052632,0.06469298245614034,0.03038685627313823,0.02960526315789469,0.08223684210526316,14.0,0.0,14,14,17.666666666666668,0.5773502691896258,17,18,0.4422043010752688,0.008148088476466486,0.4375,0.45161290322580644,0.5577956989247311,0.008148088476466519,0.5483870967741935,0.5625,-0.11559139784946237,0.01629617695293297,-0.125,-0.09677419354838712
llama3.1_8b,attribute_late,Nationality,3,35.0,0.0,35,35,34.0,0.0,34,34,1.0,0.0,1,1,3.0,0.0,3,3,17.0,0.0,17,17,14.0,0.0,14,14,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.823529411764706,1.3597399555105182e-16,0.8235294117647058,0.8235294117647058,35.0,0.0,35,35,31.0,0.0,31,31,16.0,0.0,16,16,19.0,0.0,19,19,0.9375,0.0,0.9375,0.9375,0.6842105263157895,0.0,0.6842105263157895,0.6842105263157895,-0.2532894736842105,0.0,-0.2532894736842105,-0.2532894736842105,18.0,0.0,18,18,13.0,0.0,13,13,0.5806451612903226,0.0,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.0,0.41935483870967744,0.41935483870967744,0.16129032258064524,0.0,0.16129032258064524,0.16129032258064524
llama3.1_8b,baseline,Nationality,3,35.0,0.0,35,35,33.0,0.0,33,33,2.0,0.0,2,2,1.0,0.0,1,1,17.0,0.0,17,17,15.0,0.0,15,15,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.8285714285714286,0.0,0.8285714285714286,0.8285714285714286,0.8787878787878788,0.0,0.8787878787878788,0.8787878787878788,35.0,0.0,35,35,32.0,0.0,32,32,16.0,0.0,16,16,19.0,0.0,19,19,0.875,0.0,0.875,0.875,0.7894736842105262,1.3597399555105182e-16,0.7894736842105263,0.7894736842105263,-0.08552631578947367,0.0,-0.08552631578947367,-0.08552631578947367,16.0,0.0,16,16,16.0,0.0,16,16,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0
llama3.1_8b,chain_of_thought,Nationality,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,0.0,0.0,0,0,20.0,0.0,20,20,15.0,0.0,15,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.0,0.9714285714285714,0.9714285714285714,35.0,0.0,35,35,35.0,0.0,35,35,16.0,0.0,16,16,19.0,0.0,19,19,0.9375,0.0,0.9375,0.9375,1.0,0.0,1.0,1.0,0.0625,0.0,0.0625,0.0625,15.0,0.0,15,15,20.0,0.0,20,20,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,-0.1428571428571429,0.0,-0.1428571428571429,-0.1428571428571429
llama3.1_8b,role_based,Nationality,3,35.0,0.0,35,35,33.0,0.0,33,33,2.0,0.0,2,2,1.0,0.0,1,1,18.0,0.0,18,18,14.0,0.0,14,14,0.9428571428571427,1.3597399555105182e-16,0.9428571428571428,0.9428571428571428,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.9696969696969697,0.0,0.9696969696969697,0.9696969696969697,35.0,0.0,35,35,32.0,0.0,32,32,16.0,0.0,16,16,19.0,0.0,19,19,0.9375,0.0,0.9375,0.9375,0.8947368421052632,0.0,0.8947368421052632,0.8947368421052632,-0.042763157894736836,0.0,-0.042763157894736836,-0.042763157894736836,15.0,0.0,15,15,17.0,0.0,17,17,0.46875,0.0,0.46875,0.46875,0.53125,0.0,0.53125,0.53125,-0.0625,0.0,-0.0625,-0.0625
