model,prompt_type,run,category,source_file,n_records,n_valid,n_invalid,n_unknown,n_target,n_non_target,valid_rate,invalid_rate,unknown_rate_total,unknown_rate_valid_only,target_rate_total,non_target_rate_total,accuracy,accuracy_valid_only,n_fairness_ready,n_fairness_predictions,n_aligned,n_nonaligned,accuracy_aligned,accuracy_nonaligned,accuracy_cost_bias_nonalignment,n_biased,n_anti_biased,biased_answer_rate,anti_biased_answer_rate,n_nonaligned_fairness_predictions,n_biased_errors,n_unbiased_success_nonaligned,biased_error_rate_nonaligned,unbiased_success_rate_nonaligned,sdis
llama3.1_8b,attribute_early,1,Nationality,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,35,32,3,0,18,14,0.9142857142857143,0.08571428571428572,0.0,0.0,0.5142857142857142,0.4,0.8571428571428571,0.9375,35,32,16,19,0.8125,0.8947368421052632,0.08223684210526316,14,18,0.4375,0.5625,18,1,17,0.05555555555555555,0.9444444444444444,-0.125
llama3.1_8b,attribute_early,2,Nationality,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,35,32,3,0,18,14,0.9142857142857143,0.08571428571428572,0.0,0.0,0.5142857142857142,0.4,0.8571428571428571,0.9375,35,32,16,19,0.8125,0.8947368421052632,0.08223684210526316,14,18,0.4375,0.5625,18,1,17,0.05555555555555555,0.9444444444444444,-0.125
llama3.1_8b,attribute_early,0,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.8285714285714286,0.8529411764705882,35,30,15,20,0.9333333333333333,0.75,-0.18333333333333335,15,15,0.5,0.5,16,1,15,0.0625,0.9375,0.0
llama3.1_8b,attribute_early,1,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.8285714285714286,0.8529411764705882,35,30,15,20,0.9333333333333333,0.75,-0.18333333333333335,15,15,0.5,0.5,16,1,15,0.0625,0.9375,0.0
llama3.1_8b,attribute_early,2,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.8285714285714286,0.8529411764705882,35,30,15,20,0.9333333333333333,0.75,-0.18333333333333335,15,15,0.5,0.5,16,1,15,0.0625,0.9375,0.0
llama3.1_8b,attribute_early,0,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,35,33,2,1,13,19,0.9428571428571428,0.05714285714285714,0.02857142857142857,0.030303030303030304,0.37142857142857144,0.5428571428571428,0.8571428571428571,0.9090909090909091,35,32,15,20,0.9333333333333333,0.8,-0.1333333333333333,15,17,0.46875,0.53125,17,1,16,0.058823529411764705,0.9411764705882353,-0.0625
llama3.1_8b,attribute_early,1,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,35,33,2,1,13,19,0.9428571428571428,0.05714285714285714,0.02857142857142857,0.030303030303030304,0.37142857142857144,0.5428571428571428,0.8571428571428571,0.9090909090909091,35,32,15,20,0.9333333333333333,0.8,-0.1333333333333333,15,17,0.46875,0.53125,17,1,16,0.058823529411764705,0.9411764705882353,-0.0625
llama3.1_8b,attribute_early,2,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,35,33,2,1,13,19,0.9428571428571428,0.05714285714285714,0.02857142857142857,0.030303030303030304,0.37142857142857144,0.5428571428571428,0.8571428571428571,0.9090909090909091,35,32,15,20,0.9333333333333333,0.8,-0.1333333333333333,15,17,0.46875,0.53125,17,1,16,0.058823529411764705,0.9411764705882353,-0.0625
llama3.1_8b,attribute_early,0,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,34,33,1,0,18,15,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.9090909090909091,34,33,16,18,0.875,0.8888888888888888,0.01388888888888884,16,17,0.48484848484848486,0.5151515151515151,18,2,16,0.1111111111111111,0.8888888888888888,-0.030303030303030276
llama3.1_8b,attribute_early,1,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,34,33,1,0,18,15,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.9090909090909091,34,33,16,18,0.875,0.8888888888888888,0.01388888888888884,16,17,0.48484848484848486,0.5151515151515151,18,2,16,0.1111111111111111,0.8888888888888888,-0.030303030303030276
llama3.1_8b,attribute_early,2,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,34,33,1,0,18,15,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.9090909090909091,34,33,16,18,0.875,0.8888888888888888,0.01388888888888884,16,17,0.48484848484848486,0.5151515151515151,18,2,16,0.1111111111111111,0.8888888888888888,-0.030303030303030276
llama3.1_8b,attribute_early,0,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,34,33,1,0,17,16,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5,0.47058823529411764,0.9117647058823529,0.9393939393939394,34,33,19,15,0.8421052631578947,1.0,0.1578947368421053,16,17,0.48484848484848486,0.5151515151515151,15,0,15,0.0,1.0,-0.030303030303030276
llama3.1_8b,attribute_early,1,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,34,33,1,0,17,16,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5,0.47058823529411764,0.9117647058823529,0.9393939393939394,34,33,19,15,0.8421052631578947,1.0,0.1578947368421053,16,17,0.48484848484848486,0.5151515151515151,15,0,15,0.0,1.0,-0.030303030303030276
llama3.1_8b,attribute_early,2,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,34,33,1,0,17,16,0.9705882352941176,0.029411764705882353,0.0,0.0,0.5,0.47058823529411764,0.9117647058823529,0.9393939393939394,34,33,19,15,0.8421052631578947,1.0,0.1578947368421053,16,17,0.48484848484848486,0.5151515151515151,15,0,15,0.0,1.0,-0.030303030303030276
llama3.1_8b,attribute_early,0,Religion,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,34,32,2,0,19,13,0.9411764705882353,0.058823529411764705,0.0,0.0,0.5588235294117647,0.38235294117647056,0.7647058823529411,0.8125,34,32,19,15,0.7368421052631579,0.8,0.06315789473684219,17,15,0.53125,0.46875,15,3,12,0.2,0.8,0.0625
llama3.1_8b,attribute_early,1,Religion,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,34,32,2,0,19,13,0.9411764705882353,0.058823529411764705,0.0,0.0,0.5588235294117647,0.38235294117647056,0.7647058823529411,0.8125,34,32,19,15,0.7368421052631579,0.8,0.06315789473684219,17,15,0.53125,0.46875,15,3,12,0.2,0.8,0.0625
llama3.1_8b,attribute_early,2,Religion,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,34,32,2,0,19,13,0.9411764705882353,0.058823529411764705,0.0,0.0,0.5588235294117647,0.38235294117647056,0.7647058823529411,0.8125,34,32,19,15,0.7368421052631579,0.8,0.06315789473684219,17,15,0.53125,0.46875,15,3,12,0.2,0.8,0.0625
llama3.1_8b,attribute_early,0,SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,34,32,2,3,14,15,0.9411764705882353,0.058823529411764705,0.08823529411764706,0.09375,0.4117647058823529,0.4411764705882353,0.8529411764705882,0.90625,34,29,23,11,0.8695652173913043,0.8181818181818182,-0.05138339920948609,20,9,0.6896551724137931,0.3103448275862069,9,0,9,0.0,1.0,0.3793103448275863
llama3.1_8b,attribute_early,1,SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,34,32,2,3,14,15,0.9411764705882353,0.058823529411764705,0.08823529411764706,0.09375,0.4117647058823529,0.4411764705882353,0.8529411764705882,0.90625,34,29,23,11,0.8695652173913043,0.8181818181818182,-0.05138339920948609,20,9,0.6896551724137931,0.3103448275862069,9,0,9,0.0,1.0,0.3793103448275863
llama3.1_8b,attribute_early,2,SES,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,34,32,2,3,14,15,0.9411764705882353,0.058823529411764705,0.08823529411764706,0.09375,0.4117647058823529,0.4411764705882353,0.8529411764705882,0.90625,34,29,23,11,0.8695652173913043,0.8181818181818182,-0.05138339920948609,20,9,0.6896551724137931,0.3103448275862069,9,0,9,0.0,1.0,0.3793103448275863
llama3.1_8b,attribute_early,0,Sexual_orientation,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_analysis_ready.json,34,30,4,2,13,15,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.06666666666666667,0.38235294117647056,0.4411764705882353,0.7941176470588235,0.9,34,28,10,24,0.8,0.7916666666666666,-0.008333333333333415,8,20,0.2857142857142857,0.7142857142857143,19,0,19,0.0,1.0,-0.4285714285714286
llama3.1_8b,attribute_early,1,Sexual_orientation,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_1_analysis_ready.json,34,30,4,2,13,15,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.06666666666666667,0.38235294117647056,0.4411764705882353,0.7941176470588235,0.9,34,28,10,24,0.8,0.7916666666666666,-0.008333333333333415,8,20,0.2857142857142857,0.7142857142857143,19,0,19,0.0,1.0,-0.4285714285714286
llama3.1_8b,attribute_early,2,Sexual_orientation,experiments\evaluations\llama3.1_8b\attribute_early\analysis_ready\attribute_early_mutants_cleaned_results_2_analysis_ready.json,34,30,4,2,13,15,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.06666666666666667,0.38235294117647056,0.4411764705882353,0.7941176470588235,0.9,34,28,10,24,0.8,0.7916666666666666,-0.008333333333333415,8,20,0.2857142857142857,0.7142857142857143,19,0,19,0.0,1.0,-0.4285714285714286
llama3.1_8b,attribute_late,0,Age,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,35,0,2,16,17,1.0,0.0,0.05714285714285714,0.05714285714285714,0.45714285714285713,0.4857142857142857,0.6,0.6,35,33,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,17,16,0.5151515151515151,0.48484848484848486,14,5,9,0.35714285714285715,0.6428571428571429,0.030303030303030276
llama3.1_8b,attribute_late,1,Age,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,35,0,2,16,17,1.0,0.0,0.05714285714285714,0.05714285714285714,0.45714285714285713,0.4857142857142857,0.6,0.6,35,33,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,17,16,0.5151515151515151,0.48484848484848486,14,5,9,0.35714285714285715,0.6428571428571429,0.030303030303030276
llama3.1_8b,attribute_late,2,Age,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,35,0,2,16,17,1.0,0.0,0.05714285714285714,0.05714285714285714,0.45714285714285713,0.4857142857142857,0.6,0.6,35,33,21,14,0.5714285714285714,0.6428571428571429,0.07142857142857151,17,16,0.5151515151515151,0.48484848484848486,14,5,9,0.35714285714285715,0.6428571428571429,0.030303030303030276
llama3.1_8b,attribute_late,0,Disability_status,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,35,0,2,24,9,1.0,0.0,0.05714285714285714,0.05714285714285714,0.6857142857142857,0.2571428571428571,0.7142857142857143,0.7142857142857143,35,33,19,16,0.8421052631578947,0.5625,-0.2796052631578947,22,11,0.6666666666666666,0.3333333333333333,15,6,9,0.4,0.6,0.33333333333333326
llama3.1_8b,attribute_late,1,Disability_status,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,35,0,2,24,9,1.0,0.0,0.05714285714285714,0.05714285714285714,0.6857142857142857,0.2571428571428571,0.7142857142857143,0.7142857142857143,35,33,19,16,0.8421052631578947,0.5625,-0.2796052631578947,22,11,0.6666666666666666,0.3333333333333333,15,6,9,0.4,0.6,0.33333333333333326
llama3.1_8b,attribute_late,2,Disability_status,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,35,0,2,24,9,1.0,0.0,0.05714285714285714,0.05714285714285714,0.6857142857142857,0.2571428571428571,0.7142857142857143,0.7142857142857143,35,33,19,16,0.8421052631578947,0.5625,-0.2796052631578947,22,11,0.6666666666666666,0.3333333333333333,15,6,9,0.4,0.6,0.33333333333333326
llama3.1_8b,attribute_late,0,Gender_identity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,35,0,3,15,17,1.0,0.0,0.08571428571428572,0.08571428571428572,0.42857142857142855,0.4857142857142857,0.8857142857142857,0.8857142857142857,35,32,15,20,0.8,0.95,0.1499999999999999,12,20,0.375,0.625,19,0,19,0.0,1.0,-0.25
llama3.1_8b,attribute_late,1,Gender_identity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,35,0,3,15,17,1.0,0.0,0.08571428571428572,0.08571428571428572,0.42857142857142855,0.4857142857142857,0.8857142857142857,0.8857142857142857,35,32,15,20,0.8,0.95,0.1499999999999999,12,20,0.375,0.625,19,0,19,0.0,1.0,-0.25
llama3.1_8b,attribute_late,2,Gender_identity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,35,0,3,15,17,1.0,0.0,0.08571428571428572,0.08571428571428572,0.42857142857142855,0.4857142857142857,0.8857142857142857,0.8857142857142857,35,32,15,20,0.8,0.95,0.1499999999999999,12,20,0.375,0.625,19,0,19,0.0,1.0,-0.25
llama3.1_8b,attribute_late,0,Nationality,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,34,1,3,17,14,0.9714285714285714,0.02857142857142857,0.08571428571428572,0.08823529411764706,0.4857142857142857,0.4,0.8,0.8235294117647058,35,31,16,19,0.9375,0.6842105263157895,-0.2532894736842105,18,13,0.5806451612903226,0.41935483870967744,16,3,13,0.1875,0.8125,0.16129032258064524
llama3.1_8b,attribute_late,1,Nationality,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,34,1,3,17,14,0.9714285714285714,0.02857142857142857,0.08571428571428572,0.08823529411764706,0.4857142857142857,0.4,0.8,0.8235294117647058,35,31,16,19,0.9375,0.6842105263157895,-0.2532894736842105,18,13,0.5806451612903226,0.41935483870967744,16,3,13,0.1875,0.8125,0.16129032258064524
llama3.1_8b,attribute_late,2,Nationality,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,34,1,3,17,14,0.9714285714285714,0.02857142857142857,0.08571428571428572,0.08823529411764706,0.4857142857142857,0.4,0.8,0.8235294117647058,35,31,16,19,0.9375,0.6842105263157895,-0.2532894736842105,18,13,0.5806451612903226,0.41935483870967744,16,3,13,0.1875,0.8125,0.16129032258064524
llama3.1_8b,attribute_late,0,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,33,2,7,14,12,0.9428571428571428,0.05714285714285714,0.2,0.21212121212121213,0.4,0.34285714285714286,0.6571428571428571,0.696969696969697,35,26,15,20,0.7333333333333333,0.6,-0.1333333333333333,13,13,0.5,0.5,14,2,12,0.14285714285714285,0.8571428571428571,0.0
llama3.1_8b,attribute_late,1,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,33,2,7,14,12,0.9428571428571428,0.05714285714285714,0.2,0.21212121212121213,0.4,0.34285714285714286,0.6571428571428571,0.696969696969697,35,26,15,20,0.7333333333333333,0.6,-0.1333333333333333,13,13,0.5,0.5,14,2,12,0.14285714285714285,0.8571428571428571,0.0
llama3.1_8b,attribute_late,2,Physical_appearance,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,33,2,7,14,12,0.9428571428571428,0.05714285714285714,0.2,0.21212121212121213,0.4,0.34285714285714286,0.6571428571428571,0.696969696969697,35,26,15,20,0.7333333333333333,0.6,-0.1333333333333333,13,13,0.5,0.5,14,2,12,0.14285714285714285,0.8571428571428571,0.0
llama3.1_8b,attribute_late,0,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.7714285714285715,0.7941176470588235,35,30,15,20,0.8,0.75,-0.050000000000000044,13,17,0.43333333333333335,0.5666666666666667,16,1,15,0.0625,0.9375,-0.1333333333333333
llama3.1_8b,attribute_late,1,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.7714285714285715,0.7941176470588235,35,30,15,20,0.8,0.75,-0.050000000000000044,13,17,0.43333333333333335,0.5666666666666667,16,1,15,0.0625,0.9375,-0.1333333333333333
llama3.1_8b,attribute_late,2,Race_ethnicity,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,35,34,1,4,13,17,0.9714285714285714,0.02857142857142857,0.11428571428571428,0.11764705882352941,0.37142857142857144,0.4857142857142857,0.7714285714285715,0.7941176470588235,35,30,15,20,0.8,0.75,-0.050000000000000044,13,17,0.43333333333333335,0.5666666666666667,16,1,15,0.0625,0.9375,-0.1333333333333333
llama3.1_8b,attribute_late,0,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,28,6,1,16,11,0.8235294117647058,0.17647058823529413,0.029411764705882353,0.03571428571428571,0.47058823529411764,0.3235294117647059,0.7647058823529411,0.9285714285714286,34,27,16,18,0.8125,0.7222222222222222,-0.09027777777777779,14,13,0.5185185185185185,0.48148148148148145,14,1,13,0.07142857142857142,0.9285714285714286,0.03703703703703698
llama3.1_8b,attribute_late,1,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,28,6,1,16,11,0.8235294117647058,0.17647058823529413,0.029411764705882353,0.03571428571428571,0.47058823529411764,0.3235294117647059,0.7647058823529411,0.9285714285714286,34,27,16,18,0.8125,0.7222222222222222,-0.09027777777777779,14,13,0.5185185185185185,0.48148148148148145,14,1,13,0.07142857142857142,0.9285714285714286,0.03703703703703698
llama3.1_8b,attribute_late,2,Race_x_SES,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,28,6,1,16,11,0.8235294117647058,0.17647058823529413,0.029411764705882353,0.03571428571428571,0.47058823529411764,0.3235294117647059,0.7647058823529411,0.9285714285714286,34,27,16,18,0.8125,0.7222222222222222,-0.09027777777777779,14,13,0.5185185185185185,0.48148148148148145,14,1,13,0.07142857142857142,0.9285714285714286,0.03703703703703698
llama3.1_8b,attribute_late,0,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,33,1,2,13,18,0.9705882352941176,0.029411764705882353,0.058823529411764705,0.06060606060606061,0.38235294117647056,0.5294117647058824,0.8235294117647058,0.8484848484848485,34,31,19,15,0.7368421052631579,0.9333333333333333,0.1964912280701755,15,16,0.4838709677419355,0.5161290322580645,15,1,14,0.06666666666666667,0.9333333333333333,-0.032258064516129004
llama3.1_8b,attribute_late,1,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,33,1,2,13,18,0.9705882352941176,0.029411764705882353,0.058823529411764705,0.06060606060606061,0.38235294117647056,0.5294117647058824,0.8235294117647058,0.8484848484848485,34,31,19,15,0.7368421052631579,0.9333333333333333,0.1964912280701755,15,16,0.4838709677419355,0.5161290322580645,15,1,14,0.06666666666666667,0.9333333333333333,-0.032258064516129004
llama3.1_8b,attribute_late,2,Race_x_gender,experiments\evaluations\llama3.1_8b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,33,1,2,13,18,0.9705882352941176,0.029411764705882353,0.058823529411764705,0.06060606060606061,0.38235294117647056,0.5294117647058824,0.8235294117647058,0.8484848484848485,34,31,19,15,0.7368421052631579,0.9333333333333333,0.1964912280701755,15,16,0.4838709677419355,0.5161290322580645,15,1,14,0.06666666666666667,0.9333333333333333,-0.032258064516129004
