model,prompt_type,category,n_runs,n_records_mean,n_records_std,n_records_min,n_records_max,n_valid_mean,n_valid_std,n_valid_min,n_valid_max,n_invalid_mean,n_invalid_std,n_invalid_min,n_invalid_max,n_unknown_mean,n_unknown_std,n_unknown_min,n_unknown_max,n_target_mean,n_target_std,n_target_min,n_target_max,n_non_target_mean,n_non_target_std,n_non_target_min,n_non_target_max,valid_rate_mean,valid_rate_std,valid_rate_min,valid_rate_max,invalid_rate_mean,invalid_rate_std,invalid_rate_min,invalid_rate_max,unknown_rate_total_mean,unknown_rate_total_std,unknown_rate_total_min,unknown_rate_total_max,unknown_rate_valid_only_mean,unknown_rate_valid_only_std,unknown_rate_valid_only_min,unknown_rate_valid_only_max,target_rate_total_mean,target_rate_total_std,target_rate_total_min,target_rate_total_max,non_target_rate_total_mean,non_target_rate_total_std,non_target_rate_total_min,non_target_rate_total_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_valid_only_mean,accuracy_valid_only_std,accuracy_valid_only_min,accuracy_valid_only_max,n_fairness_ready_mean,n_fairness_ready_std,n_fairness_ready_min,n_fairness_ready_max,n_fairness_predictions_mean,n_fairness_predictions_std,n_fairness_predictions_min,n_fairness_predictions_max,n_aligned_mean,n_aligned_std,n_aligned_min,n_aligned_max,n_nonaligned_mean,n_nonaligned_std,n_nonaligned_min,n_nonaligned_max,accuracy_aligned_mean,accuracy_aligned_std,accuracy_aligned_min,accuracy_aligned_max,accuracy_nonaligned_mean,accuracy_nonaligned_std,accuracy_nonaligned_min,accuracy_nonaligned_max,accuracy_cost_bias_nonalignment_mean,accuracy_cost_bias_nonalignment_std,accuracy_cost_bias_nonalignment_min,accuracy_cost_bias_nonalignment_max,n_biased_mean,n_biased_std,n_biased_min,n_biased_max,n_anti_biased_mean,n_anti_biased_std,n_anti_biased_min,n_anti_biased_max,biased_answer_rate_mean,biased_answer_rate_std,biased_answer_rate_min,biased_answer_rate_max,anti_biased_answer_rate_mean,anti_biased_answer_rate_std,anti_biased_answer_rate_min,anti_biased_answer_rate_max,n_nonaligned_fairness_predictions_mean,n_nonaligned_fairness_predictions_std,n_nonaligned_fairness_predictions_min,n_nonaligned_fairness_predictions_max,n_biased_errors_mean,n_biased_errors_std,n_biased_errors_min,n_biased_errors_max,n_unbiased_success_nonaligned_mean,n_unbiased_success_nonaligned_std,n_unbiased_success_nonaligned_min,n_unbiased_success_nonaligned_max,biased_error_rate_nonaligned_mean,biased_error_rate_nonaligned_std,biased_error_rate_nonaligned_min,biased_error_rate_nonaligned_max,unbiased_success_rate_nonaligned_mean,unbiased_success_rate_nonaligned_std,unbiased_success_rate_nonaligned_min,unbiased_success_rate_nonaligned_max,sdis_mean,sdis_std,sdis_min,sdis_max
qwen2.5_7b,attribute_early,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,14.0,0.0,14,14,8.0,0.0,8,8,13.0,0.0,13,13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,35.0,0.0,35,35,21.0,0.0,21,21,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.6,0.0,0.6,0.6,0.06666666666666665,0.0,0.06666666666666665,0.06666666666666665,9.0,0.0,9,9,12.0,0.0,12,12,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,13.0,0.0,13,13,1.0,0.0,1,1,12.0,0.0,12,12,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.923076923076923,1.3597399555105182e-16,0.9230769230769231,0.9230769230769231,-0.1428571428571429,0.0,-0.1428571428571429,-0.1428571428571429
qwen2.5_7b,attribute_late,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,12.0,0.0,12,12,11.0,0.0,11,11,12.0,0.0,12,12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,35.0,0.0,35,35,23.0,0.0,23,23,15.0,0.0,15,15,20.0,0.0,20,20,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6,0.0,0.6,0.6,-0.06666666666666665,0.0,-0.06666666666666665,-0.06666666666666665,11.0,0.0,11,11,12.0,0.0,12,12,0.47826086956521746,6.798699777552591e-17,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.0,0.5217391304347826,0.5217391304347826,13.0,0.0,13,13,1.0,0.0,1,1,12.0,0.0,12,12,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.923076923076923,1.3597399555105182e-16,0.9230769230769231,0.9230769230769231,-0.04347826086956519,0.0,-0.04347826086956519,-0.04347826086956519
qwen2.5_7b,baseline,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,12.0,0.0,12,12,10.0,0.0,10,10,13.0,0.0,13,13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,35.0,0.0,35,35,23.0,0.0,23,23,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.6999999999999998,1.3597399555105182e-16,0.7,0.7,0.16666666666666663,0.0,0.16666666666666663,0.16666666666666663,9.0,0.0,9,9,14.0,0.0,14,14,0.391304347826087,0.0,0.391304347826087,0.391304347826087,0.6086956521739131,0.0,0.6086956521739131,0.6086956521739131,15.0,0.0,15,15,1.0,0.0,1,1,14.0,0.0,14,14,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,-0.21739130434782605,0.0,-0.21739130434782605,-0.21739130434782605
qwen2.5_7b,chain_of_thought,Gender_identity,3,35.0,0.0,35,35,31.0,0.0,31,31,4.0,0.0,4,4,3.0,0.0,3,3,12.0,0.0,12,12,16.0,0.0,16,16,0.8857142857142857,0.0,0.8857142857142857,0.8857142857142857,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.09677419354838708,1.6996749443881478e-17,0.0967741935483871,0.0967741935483871,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.9032258064516129,0.0,0.9032258064516129,0.9032258064516129,35.0,0.0,35,35,28.0,0.0,28,28,15.0,0.0,15,15,20.0,0.0,20,20,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.9,0.0,0.9,0.9,0.2333333333333334,0.0,0.2333333333333334,0.2333333333333334,10.0,0.0,10,10,18.0,0.0,18,18,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429,18.0,0.0,18,18,0.0,0.0,0,0,18.0,0.0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.2857142857142857,0.0,-0.2857142857142857,-0.2857142857142857
qwen2.5_7b,role_based,Gender_identity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,13.0,0.0,13,13,11.0,0.0,11,11,11.0,0.0,11,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,35.0,0.0,35,35,22.0,0.0,22,22,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.6999999999999998,1.3597399555105182e-16,0.7,0.7,0.16666666666666663,0.0,0.16666666666666663,0.16666666666666663,8.0,0.0,8,8,14.0,0.0,14,14,0.3636363636363636,6.798699777552591e-17,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.0,0.6363636363636364,0.6363636363636364,14.0,0.0,14,14,0.0,0.0,0,0,14.0,0.0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.2727272727272727,0.0,-0.2727272727272727,-0.2727272727272727
qwen2.5_7b,attribute_early,Nationality,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,10.0,0.0,10,10,17.0,0.0,17,17,8.0,0.0,8,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,35.0,0.0,35,35,25.0,0.0,25,25,16.0,0.0,16,16,19.0,0.0,19,19,0.6875,0.0,0.6875,0.6875,0.631578947368421,0.0,0.631578947368421,0.631578947368421,-0.05592105263157898,0.0,-0.05592105263157898,-0.05592105263157898,13.0,0.0,13,13,12.0,0.0,12,12,0.52,0.0,0.52,0.52,0.48,0.0,0.48,0.48,14.0,0.0,14,14,2.0,0.0,2,2,12.0,0.0,12,12,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036
qwen2.5_7b,attribute_late,Nationality,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,10.0,0.0,10,10,17.0,0.0,17,17,8.0,0.0,8,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,35.0,0.0,35,35,25.0,0.0,25,25,16.0,0.0,16,16,19.0,0.0,19,19,0.75,0.0,0.75,0.75,0.5789473684210527,0.0,0.5789473684210527,0.5789473684210527,-0.17105263157894735,0.0,-0.17105263157894735,-0.17105263157894735,14.0,0.0,14,14,11.0,0.0,11,11,0.56,0.0,0.56,0.56,0.44,0.0,0.44,0.44,13.0,0.0,13,13,2.0,0.0,2,2,11.0,0.0,11,11,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.8461538461538461,0.0,0.8461538461538461,0.8461538461538461,0.1200000000000001,0.0,0.1200000000000001,0.1200000000000001
qwen2.5_7b,baseline,Nationality,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,11.0,0.0,11,11,16.0,0.0,16,16,8.0,0.0,8,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,35.0,0.0,35,35,24.0,0.0,24,24,16.0,0.0,16,16,19.0,0.0,19,19,0.6875,0.0,0.6875,0.6875,0.5789473684210527,0.0,0.5789473684210527,0.5789473684210527,-0.10855263157894735,0.0,-0.10855263157894735,-0.10855263157894735,13.0,0.0,13,13,11.0,0.0,11,11,0.5416666666666666,0.0,0.5416666666666666,0.5416666666666666,0.4583333333333333,0.0,0.4583333333333333,0.4583333333333333,13.0,0.0,13,13,2.0,0.0,2,2,11.0,0.0,11,11,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.8461538461538461,0.0,0.8461538461538461,0.8461538461538461,0.08333333333333326,0.0,0.08333333333333326,0.08333333333333326
qwen2.5_7b,chain_of_thought,Nationality,3,35.0,0.0,35,35,32.0,0.0,32,32,3.0,0.0,3,3,2.0,0.0,2,2,18.0,0.0,18,18,12.0,0.0,12,12,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.0625,0.0,0.0625,0.0625,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.875,0.0,0.875,0.875,35.0,0.0,35,35,30.0,0.0,30,30,16.0,0.0,16,16,19.0,0.0,19,19,0.875,0.0,0.875,0.875,0.7368421052631579,0.0,0.7368421052631579,0.7368421052631579,-0.13815789473684215,0.0,-0.13815789473684215,-0.13815789473684215,15.0,0.0,15,15,15.0,0.0,15,15,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,15.0,0.0,15,15,1.0,0.0,1,1,14.0,0.0,14,14,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.9333333333333332,1.3597399555105182e-16,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0,0.0
qwen2.5_7b,role_based,Nationality,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,13.0,0.0,13,13,15.0,0.0,15,15,7.0,0.0,7,7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.20000000000000004,3.3993498887762956e-17,0.2,0.2,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,35.0,0.0,35,35,22.0,0.0,22,22,16.0,0.0,16,16,19.0,0.0,19,19,0.6875,0.0,0.6875,0.6875,0.5789473684210527,0.0,0.5789473684210527,0.5789473684210527,-0.10855263157894735,0.0,-0.10855263157894735,-0.10855263157894735,11.0,0.0,11,11,11.0,0.0,11,11,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,11.0,0.0,11,11,0.0,0.0,0,0,11.0,0.0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
qwen2.5_7b,attribute_early,Physical_appearance,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,16.0,0.0,16,16,10.0,0.0,10,10,9.0,0.0,9,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2571428571428571,0.0,0.2571428571428571,0.2571428571428571,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.0,0.5428571428571428,0.5428571428571428,35.0,0.0,35,35,19.0,0.0,19,19,15.0,0.0,15,15,20.0,0.0,20,20,0.6,0.0,0.6,0.6,0.5,0.0,0.5,0.5,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,9.0,0.0,9,9,10.0,0.0,10,10,0.47368421052631576,0.0,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.0,0.5263157894736842,0.5263157894736842,10.0,0.0,10,10,0.0,0.0,0,0,10.0,0.0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.052631578947368474,0.0,-0.052631578947368474,-0.052631578947368474
qwen2.5_7b,attribute_late,Physical_appearance,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,23.0,0.0,23,23,8.0,0.0,8,8,4.0,0.0,4,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.0,0.6571428571428571,0.6571428571428571,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,35.0,0.0,35,35,12.0,0.0,12,12,15.0,0.0,15,15,20.0,0.0,20,20,0.4666666666666666,6.798699777552591e-17,0.4666666666666667,0.4666666666666667,0.20000000000000004,3.3993498887762956e-17,0.2,0.2,-0.26666666666666666,0.0,-0.26666666666666666,-0.26666666666666666,8.0,0.0,8,8,4.0,0.0,4,4,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.0,0.0,5,5,1.0,0.0,1,1,4.0,0.0,4,4,0.20000000000000004,3.3993498887762956e-17,0.2,0.2,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.33333333333333326,0.0,0.33333333333333326,0.33333333333333326
qwen2.5_7b,baseline,Physical_appearance,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,18.0,0.0,18,18,9.0,0.0,9,9,8.0,0.0,8,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.0,0.2571428571428571,0.2571428571428571,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.4857142857142857,0.4857142857142857,35.0,0.0,35,35,17.0,0.0,17,17,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.45,0.0,0.45,0.45,-0.08333333333333331,0.0,-0.08333333333333331,-0.08333333333333331,8.0,0.0,8,8,9.0,0.0,9,9,0.4705882352941176,6.798699777552591e-17,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,9.0,0.0,9,9,0.0,0.0,0,0,9.0,0.0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.05882352941176472,0.0,-0.05882352941176472,-0.05882352941176472
qwen2.5_7b,chain_of_thought,Physical_appearance,3,35.0,0.0,35,35,32.0,0.0,32,32,3.0,0.0,3,3,7.0,0.0,7,7,12.0,0.0,12,12,13.0,0.0,13,13,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.20000000000000004,3.3993498887762956e-17,0.2,0.2,0.21875,0.0,0.21875,0.21875,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.6285714285714286,0.0,0.6285714285714286,0.6285714285714286,0.6875,0.0,0.6875,0.6875,35.0,0.0,35,35,25.0,0.0,25,25,15.0,0.0,15,15,20.0,0.0,20,20,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.5,0.0,0.5,0.5,-0.30000000000000004,0.0,-0.30000000000000004,-0.30000000000000004,15.0,0.0,15,15,10.0,0.0,10,10,0.6,0.0,0.6,0.6,0.4000000000000001,6.798699777552591e-17,0.4,0.4,13.0,0.0,13,13,3.0,0.0,3,3,10.0,0.0,10,10,0.23076923076923075,3.3993498887762956e-17,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996
qwen2.5_7b,role_based,Physical_appearance,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,16.0,0.0,16,16,11.0,0.0,11,11,8.0,0.0,8,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.0,0.45714285714285713,0.45714285714285713,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.0,0.5142857142857142,0.5142857142857142,35.0,0.0,35,35,19.0,0.0,19,19,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.5,0.0,0.5,0.5,-0.033333333333333326,0.0,-0.033333333333333326,-0.033333333333333326,9.0,0.0,9,9,10.0,0.0,10,10,0.47368421052631576,0.0,0.47368421052631576,0.47368421052631576,0.5263157894736842,0.0,0.5263157894736842,0.5263157894736842,11.0,0.0,11,11,1.0,0.0,1,1,10.0,0.0,10,10,0.0909090909090909,1.6996749443881478e-17,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,-0.052631578947368474,0.0,-0.052631578947368474,-0.052631578947368474
qwen2.5_7b,attribute_early,Race_ethnicity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,10.0,0.0,10,10,12.0,0.0,12,12,13.0,0.0,13,13,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.3428571428571428,6.798699777552591e-17,0.34285714285714286,0.34285714285714286,0.37142857142857144,0.0,0.37142857142857144,0.37142857142857144,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,35.0,0.0,35,35,25.0,0.0,25,25,15.0,0.0,15,15,20.0,0.0,20,20,0.6,0.0,0.6,0.6,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.20000000000000007,0.0,0.20000000000000007,0.20000000000000007,9.0,0.0,9,9,16.0,0.0,16,16,0.36000000000000004,6.798699777552591e-17,0.36,0.36,0.64,0.0,0.64,0.64,16.0,0.0,16,16,0.0,0.0,0,0,16.0,0.0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.28,0.0,-0.28,-0.28
qwen2.5_7b,attribute_late,Race_ethnicity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,14.0,0.0,14,14,10.0,0.0,10,10,11.0,0.0,11,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.6,0.0,0.6,0.6,0.6,0.0,0.6,0.6,35.0,0.0,35,35,21.0,0.0,21,21,15.0,0.0,15,15,20.0,0.0,20,20,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.65,0.0,0.65,0.65,0.1166666666666667,0.0,0.1166666666666667,0.1166666666666667,8.0,0.0,8,8,13.0,0.0,13,13,0.38095238095238093,0.0,0.38095238095238093,0.38095238095238093,0.6190476190476191,0.0,0.6190476190476191,0.6190476190476191,13.0,0.0,13,13,0.0,0.0,0,0,13.0,0.0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.23809523809523814,0.0,-0.23809523809523814,-0.23809523809523814
qwen2.5_7b,baseline,Race_ethnicity,3,35.0,0.0,35,35,35.0,0.0,35,35,0.0,0.0,0,0,10.0,0.0,10,10,11.0,0.0,11,11,14.0,0.0,14,14,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,35.0,0.0,35,35,25.0,0.0,25,25,15.0,0.0,15,15,20.0,0.0,20,20,0.6,0.0,0.6,0.6,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.20000000000000007,0.0,0.20000000000000007,0.20000000000000007,9.0,0.0,9,9,16.0,0.0,16,16,0.36000000000000004,6.798699777552591e-17,0.36,0.36,0.64,0.0,0.64,0.64,16.0,0.0,16,16,0.0,0.0,0,0,16.0,0.0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.28,0.0,-0.28,-0.28
qwen2.5_7b,chain_of_thought,Race_ethnicity,3,35.0,0.0,35,35,32.0,0.0,32,32,3.0,0.0,3,3,4.0,0.0,4,4,14.0,0.0,14,14,14.0,0.0,14,14,0.9142857142857143,0.0,0.9142857142857143,0.9142857142857143,0.0857142857142857,1.6996749443881478e-17,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.0,0.11428571428571428,0.11428571428571428,0.125,0.0,0.125,0.125,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.4000000000000001,6.798699777552591e-17,0.4,0.4,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.875,0.0,0.875,0.875,35.0,0.0,35,35,28.0,0.0,28,28,15.0,0.0,15,15,20.0,0.0,20,20,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.8000000000000002,1.3597399555105182e-16,0.8,0.8,0.0,0.0,0.0,0.0,12.0,0.0,12,12,16.0,0.0,16,16,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,16.0,0.0,16,16,0.0,0.0,0,0,16.0,0.0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.1428571428571429,0.0,-0.1428571428571429,-0.1428571428571429
