example_id,category,modified_token_count,modified_sentence_count,modified_average_sentence_length,modified_flesch_reading_ease,modified_gunning_fog_index,modified_yules_k,modified_noun_count,modified_verb_count,modified_adjective_count
1221,Physical_appearance,103,7,14.714286,74.978889,7.591534,207.612457,27,15,10
59,Sexual_orientation,102,7,14.571429,59.054483,9.56913,139.46281,23,13,16
741,Disability_status,120,8,15.0,73.402803,8.218317,120.652276,27,22,5
15327,Race_x_gender,96,5,19.2,57.941667,9.833333,195.092212,25,11,12
1401,Gender_identity,91,4,22.75,80.436228,6.645614,107.944004,28,16,8
271,Sexual_orientation,97,8,12.125,58.8175,9.571429,158.512422,25,12,10
3715,Gender_identity,99,6,16.5,68.762143,9.085714,132.871972,34,13,3
6379,Race_ethnicity,119,5,23.8,52.77602,9.681633,96.116878,45,18,7
1545,Race_x_gender,100,6,16.666667,71.84183,6.130719,121.687399,35,15,3
4553,SES,111,6,18.5,66.090482,10.964912,128.038194,33,14,6
1139,Age,80,6,13.333333,60.966961,9.239216,163.831128,23,13,5
131,Physical_appearance,97,8,12.125,64.949878,7.124739,168.384381,28,14,10
223,Religion,105,7,15.0,73.465,7.809524,200.458882,35,13,8
1267,Disability_status,108,6,18.0,80.22022,7.397802,139.413989,27,19,12
11851,Race_x_gender,90,5,18.0,70.754621,6.691775,141.354372,34,11,3
2045,Nationality,109,7,15.571429,51.466316,12.165414,117.1875,31,14,13
1755,Nationality,157,9,17.444444,67.818818,8.613333,81.406524,36,18,21
5985,SES,106,8,13.25,61.416848,9.824725,146.502836,32,18,7
1099,Disability_status,129,8,16.125,59.508377,10.587615,119.008264,32,23,10
1293,Nationality,103,8,12.875,56.272273,9.854545,148.97109,23,12,14
117,Race_x_gender,91,7,13.0,78.933421,5.395489,158.542756,27,15,4
2173,SES,98,6,16.333333,67.755,6.704762,157.785467,30,14,5
9355,Race_x_gender,106,5,21.2,74.613103,6.810509,134.297521,36,16,2
411,SES,96,6,16.0,55.557105,10.658647,212.514758,30,12,7
3981,Race_x_gender,95,5,19.0,65.112,8.552381,101.197504,35,14,2
3051,Nationality,95,7,13.571429,67.23466,9.013291,156.25,29,12,7
579,Sexual_orientation,113,6,18.833333,67.672993,9.390476,130.598918,31,21,9
41,Sexual_orientation,102,6,17.0,62.944138,9.56913,126.549587,24,13,15
8479,Race_x_SES,136,7,19.428571,59.559674,8.948659,143.180656,42,19,11
939,Nationality,85,8,10.625,58.306712,9.247101,146.938776,22,14,8
14457,Race_x_gender,89,5,17.8,64.462368,8.553383,131.556755,35,14,2
31,Religion,93,7,13.285714,71.845556,7.097707,202.260559,23,14,8
5995,Race_ethnicity,99,6,16.5,47.004819,11.971773,87.868481,36,13,7
1287,Disability_status,99,6,16.5,55.168824,10.504202,208.22066,31,11,8
10647,Race_x_SES,135,5,27.0,61.883907,10.569419,112.396694,47,15,8
915,Age,102,5,20.4,73.763846,9.252747,249.835634,26,8,12
635,Sexual_orientation,117,7,16.714286,43.580294,13.671709,130.078235,23,18,15
9007,Race_x_SES,111,5,22.2,56.984596,8.528522,247.813411,41,11,9
833,Religion,99,6,16.5,56.777967,9.856911,162.578023,27,13,5
8423,Race_x_gender,86,5,17.2,44.82,13.003175,153.875023,34,8,9
1131,Disability_status,105,6,17.5,73.904545,8.21039,180.246914,27,16,10
2465,Age,153,10,15.3,74.386628,7.124511,120.294052,34,24,14
5491,Gender_identity,85,4,21.25,61.370646,9.803756,104.166667,29,12,5
1477,Physical_appearance,107,7,15.285714,55.98871,10.905684,138.071526,31,14,14
1537,Physical_appearance,115,8,14.375,63.581222,9.644444,172.532105,27,17,8
2395,Nationality,90,5,18.0,62.236053,9.079699,134.930005,22,13,8
2371,Gender_identity,104,5,20.8,56.965,10.755556,84.530854,31,15,5
947,Religion,107,6,17.833333,56.545,10.920635,159.401039,31,16,10
441,Disability_status,99,7,14.142857,66.623333,8.579189,282.569899,31,12,2
3943,SES,128,7,18.285714,53.299203,12.055505,100.641182,38,18,9
3681,Race_x_SES,112,6,18.666667,67.814516,10.045469,192.394749,34,16,10
469,SES,94,5,18.8,53.199595,12.87722,213.333333,29,10,8
7,Physical_appearance,103,6,17.166667,83.204535,6.774751,97.767208,27,17,9
1473,Physical_appearance,104,7,14.857143,57.485,10.920635,140.079701,31,14,14
12855,Race_x_gender,84,7,12.0,46.822143,12.571429,146.796271,30,8,9
1621,Nationality,155,9,17.222222,66.575427,10.393162,104.019447,38,25,11
1349,SES,109,5,21.8,75.571868,7.397802,103.969754,31,18,8
229,Physical_appearance,129,6,21.5,63.741927,9.531324,105.785124,31,20,10
1049,Race_x_SES,98,5,19.6,69.319351,8.036364,174.227482,41,10,3
965,Race_x_gender,109,9,12.111111,58.531349,8.118421,186.631944,29,14,15
10809,Race_x_SES,138,5,27.6,62.939643,10.685714,106.507949,46,19,8
321,Sexual_orientation,90,7,12.857143,66.661127,9.127565,127.603678,22,11,11
653,Gender_identity,82,7,11.714286,68.576429,8.571429,206.308272,26,13,5
3063,Race_ethnicity,93,6,15.5,49.1425,11.168421,121.437005,34,12,6
481,SES,94,6,15.666667,54.863699,12.390607,222.790358,28,12,7
187,Physical_appearance,111,6,18.5,75.091935,7.894931,176.550475,29,16,9
6813,Race_ethnicity,118,4,29.5,55.192059,10.534454,124.42266,42,20,5
2277,Gender_identity,104,5,20.8,60.725,10.311111,84.530854,31,15,5
609,Sexual_orientation,114,7,16.285714,48.232955,13.468687,132.0,24,18,12
103,Religion,115,7,16.428571,76.947449,7.640816,138.761351,29,18,13
689,Disability_status,120,8,15.0,71.727556,8.218317,120.652276,27,22,5
1479,Physical_appearance,107,7,15.285714,55.079032,10.905684,138.071526,31,14,14
3109,Gender_identity,94,5,18.8,70.318935,6.785654,93.75,30,15,2
1961,Race_ethnicity,82,4,20.5,59.487164,8.007676,125.432526,31,11,3
919,Religion,104,6,17.333333,57.561364,10.483117,154.020957,38,13,4
735,Disability_status,117,8,14.625,71.817577,7.757143,134.0,28,17,5
1839,Age,153,7,21.857143,57.831154,12.967033,122.52172,34,23,13
6431,SES,84,7,12.0,61.960435,10.899379,187.755102,27,12,3
907,Religion,104,6,17.333333,64.290909,9.119481,166.645626,38,13,4
413,Sexual_orientation,104,6,17.333333,57.049101,10.029535,116.049383,28,14,13
5609,Gender_identity,87,4,21.75,63.055,10.355556,101.332333,29,14,5
509,Religion,89,7,12.714286,61.202297,8.552896,256.0,26,14,9
5885,SES,104,8,13.0,62.464473,8.494944,145.679012,31,18,6
2061,Race_x_SES,116,7,16.571429,59.238478,7.865839,150.306394,45,16,3
673,Sexual_orientation,108,6,18.0,71.853187,9.156044,132.325142,24,14,13
1077,Nationality,120,7,17.142857,62.897,10.514286,133.320263,32,22,10
485,Religion,86,7,12.285714,59.53,8.688889,266.466504,29,12,6
9939,Race_x_SES,123,5,24.6,74.8615,7.4,201.940986,44,16,3
903,Age,105,6,17.5,72.11403,9.798721,237.5,25,11,12
1161,Race_x_gender,99,6,16.5,70.846536,7.542484,113.574905,35,14,3
345,Race_x_SES,97,7,13.857143,54.632805,10.051568,142.25577,35,8,12
235,Physical_appearance,127,7,18.142857,56.965,10.903704,107.735039,33,17,10
1717,Gender_identity,69,5,13.8,44.318816,12.221053,136.741974,28,9,4
867,Religion,106,5,21.2,60.851348,9.130658,165.432099,31,15,10
131,Age,114,7,16.285714,77.820968,8.325038,76.9579,25,20,4
1097,Nationality,122,8,15.25,69.292059,8.965826,133.848619,39,21,6
4375,Gender_identity,93,5,18.6,53.866338,12.393766,95.332018,26,15,6
705,Disability_status,122,8,15.25,68.366923,8.276923,135.279459,30,16,6
929,Physical_appearance,120,5,24.0,66.481923,10.558242,139.68254,32,17,11
6247,Race_ethnicity,92,5,18.4,68.909231,7.251282,96.138439,34,11,3
1107,Religion,127,6,21.166667,55.980459,9.164351,109.090909,39,20,8
4989,Race_ethnicity,106,5,21.2,44.892747,11.353846,68.52552,38,20,6
3987,SES,126,7,18.0,55.327477,12.469426,104.368319,38,18,8
567,Nationality,113,6,18.833333,65.503804,8.078261,94.808648,32,16,9
4647,Race_ethnicity,95,5,19.0,63.661013,8.564919,125.0,40,11,3
2391,Nationality,88,6,14.666667,57.6595,9.8,135.041551,23,11,8
2619,Age,122,6,20.333333,78.905,7.073556,207.822762,33,14,11
5539,Race_x_SES,109,5,21.8,49.194897,10.427715,143.209877,44,14,5
393,Religion,90,5,18.0,57.783421,8.027068,172.035756,29,11,10
3033,Age,131,9,14.555556,60.731753,10.959735,175.438596,35,17,10
511,Religion,90,6,15.0,61.817123,8.55499,252.444444,25,14,10
199,Disability_status,89,7,12.714286,55.4035,8.733333,117.728532,29,13,3
1393,Physical_appearance,129,5,25.8,60.436579,11.075689,190.548204,35,19,14
6119,Race_x_SES,119,7,17.0,76.033636,8.036364,110.0,50,16,3
2167,Race_x_gender,100,5,20.0,71.399884,7.704983,155.899062,35,12,4
14085,Race_x_gender,89,5,17.8,70.028158,8.027068,131.556755,35,14,2
3059,Nationality,96,7,13.714286,72.58909,6.987975,159.375,27,14,8
515,Physical_appearance,125,7,17.857143,69.126665,9.46215,137.174211,31,21,12
9641,Race_x_SES,119,5,23.8,65.435,9.314286,190.177434,43,16,3
71,Sexual_orientation,104,6,17.333333,67.175,9.119481,85.847746,27,14,16
6609,Race_ethnicity,119,6,19.833333,48.147102,11.818687,94.108421,38,17,9
375,Religion,93,5,18.6,57.235696,8.564919,181.25,30,12,9
5309,Gender_identity,78,4,19.5,67.786458,8.016667,127.810651,25,12,5
271,Nationality,131,7,18.714286,68.416372,9.642984,98.491844,40,17,9
781,Physical_appearance,84,5,16.8,74.221304,5.681988,122.44898,29,8,6
2933,Age,139,9,15.444444,64.286667,9.0,157.093095,37,20,14
419,Age,114,6,19.0,76.001613,7.464823,152.019992,29,14,12
123,Sexual_orientation,99,5,19.8,49.474268,10.539373,145.158949,27,16,11
1163,Race_x_gender,101,7,14.428571,72.554368,7.544828,126.549587,36,13,3
865,Physical_appearance,83,6,13.833333,65.098529,9.179832,142.827137,23,12,9
209,Disability_status,89,5,17.8,68.061757,6.931274,124.444444,28,14,3
597,Sexual_orientation,116,7,16.571429,67.127,8.514286,129.399079,30,24,9
10339,Race_x_gender,98,7,14.0,61.854756,7.124739,185.803455,33,12,5
191,Sexual_orientation,81,7,11.571429,68.32597,8.604691,233.564014,25,12,9
2873,Age,130,9,14.444444,59.413964,9.978378,169.005102,37,19,6
357,Age,113,7,16.142857,77.970909,8.889466,146.0,29,15,14
891,Physical_appearance,116,5,23.2,65.78085,11.089769,142.25298,34,15,11
8835,Race_x_gender,114,5,22.8,69.194905,8.528522,170.762182,32,16,9
9441,Race_x_gender,105,5,21.0,63.916552,9.56913,131.714876,36,15,2
7953,Race_x_gender,95,5,19.0,58.267778,10.06067,193.337299,26,10,19
241,Sexual_orientation,96,8,12.0,68.335,9.071429,155.464106,23,11,11
97,Physical_appearance,98,8,12.25,70.933291,7.041566,178.571429,27,14,11
601,Physical_appearance,124,6,20.666667,69.353679,9.453369,136.256442,35,20,6
475,Race_ethnicity,133,6,22.166667,53.208462,12.49768,155.127837,29,21,15
2211,Gender_identity,97,6,16.166667,67.667778,9.566843,145.746579,33,14,4
4745,SES,113,6,18.833333,78.3525,8.402381,127.537464,32,16,6
2941,Nationality,105,7,15.0,69.156695,9.079401,143.209877,24,14,13
871,Nationality,86,8,10.75,74.245842,6.928261,151.020408,22,16,7
1133,Physical_appearance,111,7,15.857143,66.275165,9.156044,294.736842,30,18,6
4159,Race_ethnicity,120,8,15.0,71.819385,6.852308,103.401361,37,19,6
4061,Race_x_SES,112,4,28.0,66.904839,8.755146,149.388864,41,14,8
1799,Gender_identity,70,6,11.666667,39.866184,12.922807,130.796671,28,11,4
2323,Nationality,90,6,15.0,64.462368,7.500752,121.437005,22,13,8
9639,Race_x_SES,119,5,23.8,64.871188,8.147666,180.699731,45,14,3
383,Age,109,6,18.166667,79.23375,8.402381,153.044957,30,12,13
2655,Race_ethnicity,89,7,12.714286,69.139551,6.930282,94.959825,37,9,4
941,Disability_status,92,7,13.142857,65.293836,7.4591,83.102493,24,12,7
1333,Gender_identity,88,4,22.0,76.345432,7.001081,110.222222,29,13,8
899,Nationality,84,7,12.0,66.342647,9.179832,151.228733,23,14,7
1099,Religion,129,6,21.5,49.74,10.667181,105.229592,35,21,12
7963,Race_x_SES,130,7,18.571429,63.838333,8.503704,95.951519,36,20,7
3199,SES,115,8,14.375,58.981013,8.000488,124.869927,41,10,5
5201,Gender_identity,100,5,20.0,61.875857,11.005714,113.574905,30,17,3
3655,Age,110,7,15.714286,55.669286,8.609524,116.049383,31,14,10
1133,Race_x_SES,112,7,16.0,47.904211,11.323308,132.378472,40,11,10
4991,Gender_identity,82,4,20.5,70.891474,7.410256,115.838717,25,15,4
2911,Gender_identity,90,5,18.0,42.669395,11.989954,80.350621,26,12,10
1879,Nationality,128,7,18.285714,64.969643,8.814286,115.905709,39,16,8
479,SES,95,5,19.0,55.486081,12.87722,213.333333,28,13,7
701,Race_ethnicity,101,5,20.2,67.806207,7.730049,219.524793,33,11,7
125,Religion,109,6,18.166667,78.549348,6.996273,136.431957,32,18,7
5123,Race_ethnicity,128,3,42.666667,65.29422,8.797379,89.256198,42,19,5
541,Disability_status,98,6,16.333333,50.956667,8.579189,113.22398,30,13,7
2299,Nationality,127,8,15.875,58.611334,9.874324,95.663265,29,18,16
1269,SES,109,5,21.8,74.642198,6.958242,103.969754,31,19,7
5235,Race_ethnicity,126,4,31.5,63.231667,8.681481,89.218079,43,17,5
895,Age,104,5,20.8,73.376716,9.201706,237.5,26,8,13
1253,Race_ethnicity,109,7,15.571429,55.560565,10.070968,169.760072,37,8,12
23,Physical_appearance,108,6,18.0,63.419225,9.91938,93.82716,27,14,14
953,Age,105,6,17.5,72.11403,9.798721,234.375,25,11,12
1183,Disability_status,95,6,15.833333,78.108961,6.997403,272.392245,28,10,8
8645,Race_x_SES,141,6,23.5,62.443434,8.352984,124.966407,42,20,11
827,Gender_identity,82,5,16.4,67.488182,8.036364,120.294052,26,14,3
3285,SES,114,7,16.285714,69.178061,9.681633,122.436486,33,18,8
571,Religion,97,6,16.166667,62.445556,9.566843,136.449412,35,13,5
69,Sexual_orientation,102,6,17.0,66.481279,9.100332,100.409565,26,15,15
123,Age,112,8,14.0,79.468913,7.865839,78.621806,25,18,4
883,Religion,104,5,20.8,56.396061,10.412121,166.645626,38,13,4
3113,Gender_identity,94,5,18.8,67.646101,7.838987,93.75,30,15,2
1429,Disability_status,95,7,13.571429,66.22,8.071429,201.188843,29,12,7
255,Disability_status,95,7,13.571429,58.8175,10.071429,112.787685,29,16,5
515,Sexual_orientation,117,7,16.714286,75.041527,8.148969,149.937526,27,16,11
825,Religion,101,6,16.833333,61.274699,9.080207,161.564626,27,15,4
2705,Race_x_SES,101,5,20.2,50.505976,11.027178,153.868486,42,15,1
841,Religion,107,6,17.833333,60.305,10.031746,154.570704,33,16,8
5107,Race_x_SES,125,8,15.625,56.110778,11.337736,181.675255,50,14,8
3033,Gender_identity,88,5,17.6,48.869,10.76,82.567086,27,10,10
1635,Nationality,155,9,17.222222,65.484012,10.707718,118.066384,40,21,12
393,Disability_status,114,7,16.285714,64.2525,8.819048,165.798703,34,17,5
323,Physical_appearance,137,8,17.125,41.723882,15.875439,144.641683,32,24,12
457,Age,121,5,24.2,70.059091,7.755844,148.964391,30,14,12
2069,Age,136,9,15.111111,70.928917,8.973258,127.109667,35,16,14
1547,Physical_appearance,118,7,16.857143,63.937514,8.449285,175.322839,28,18,7
7787,Race_x_SES,133,7,19.0,67.797748,7.095495,82.908163,37,20,7
779,Disability_status,121,8,15.125,69.517476,8.604161,141.496599,32,15,5
815,Age,117,5,23.4,74.812857,7.516883,190.123457,26,15,14
2207,Nationality,131,8,16.375,59.468448,11.11133,173.862225,36,19,12
3751,Race_x_gender,98,5,19.6,64.286538,8.559707,106.25,34,16,2
3899,Race_x_gender,105,5,21.0,59.377468,8.564919,104.875283,41,15,3
489,Sexual_orientation,119,6,19.833333,53.91165,10.934258,147.928994,29,18,10
2337,SES,93,6,15.5,66.023247,9.075325,180.802104,27,12,5
2657,Gender_identity,106,5,21.2,70.144706,8.682353,129.799892,32,16,7
2157,Race_ethnicity,94,5,18.8,71.878846,7.021245,115.366127,31,19,2
131,Nationality,133,7,19.0,70.665987,8.507018,95.274102,33,20,11
341,Religion,89,5,17.8,58.344,9.085714,176.592798,24,13,12
313,Physical_appearance,139,9,15.444444,45.263816,15.198068,136.455042,32,27,11
2021,Nationality,136,10,13.6,54.439087,8.973258,128.521997,32,22,12
5207,Gender_identity,100,5,20.0,65.904429,10.529524,118.983234,30,17,3
599,Sexual_orientation,116,7,16.571429,67.973,8.514286,131.359671,30,24,9
1495,Disability_status,105,7,15.0,64.888966,10.48867,161.595758,28,17,10
161,Disability_status,86,5,17.2,64.795,7.447619,116.34453,29,11,3
583,Sexual_orientation,114,6,19.0,70.28,8.485426,128.0,30,21,10
143,Disability_status,89,7,12.714286,62.856,8.552381,114.265928,28,13,4
89,Disability_status,87,6,14.5,67.145,7.447619,116.34453,27,14,3
6027,SES,104,7,14.857143,62.040455,9.4,154.020957,30,20,5
685,Sexual_orientation,109,7,15.571429,62.556484,10.914286,132.325142,23,17,12
957,Religion,106,5,21.2,58.425,10.031746,154.570704,31,13,12
499,SES,92,6,15.333333,60.705,11.466667,225.182961,29,10,7
535,Sexual_orientation,118,7,16.857143,74.407372,8.573469,163.248648,27,17,11
7745,Race_x_gender,90,5,18.0,56.670263,9.079699,128.183505,35,9,6
1555,SES,111,5,22.2,71.192826,6.561491,117.932709,32,20,7
1751,SES,107,8,13.375,64.215375,8.55,149.480969,36,14,4
1083,Physical_appearance,132,8,16.5,61.298288,12.01087,147.146254,29,23,11
199,Religion,113,7,16.142857,76.772062,7.604713,141.607663,28,15,15
8835,Race_x_SES,137,7,19.571429,70.716923,6.909402,135.018673,41,20,11
2989,Gender_identity,90,5,18.0,43.408559,11.41982,78.222222,27,10,11
1285,Physical_appearance,92,6,15.333333,55.609615,10.610989,208.299952,30,12,2
1323,Race_ethnicity,108,7,15.428571,52.33011,9.595604,172.495274,35,10,14
1011,Nationality,115,7,16.428571,72.18375,7.569048,125.41184,32,19,10
13,Disability_status,117,7,16.714286,66.546436,9.335785,201.845444,35,14,7
1463,Race_ethnicity,118,7,16.857143,58.018447,10.545908,116.494083,36,17,13
